projection,pos,vol,width
row2_1,1093.7(3.1),431(22),135(6)
row2_2,1091(5),222(16),140(9)
row2_3,1085(4),243(17),135(9)
row3_0,1030(4),343(20),151(9)
row3_1,1035(4),386(21),151(8)
row3_2,1032.0(3.4),396(21),147(7)
row3_3,1032.6(3.3),430(22),147(6)
row4_0,1018(5),340(21),175(8)
row4_1,1012(5),297(19),177(9)
row4_2,1005(6),216(17),168(10)
row4_3,995(9),161(15),191(18)
