projection,pos,vol,width
row2_5,2329(8),25(5),91(22)
row2_6,2373(21),40(10),190(60)
row2_7,2398(16),44(8),168(30)
row3_1,2337(9),28(6),80(17)
row3_3,2361(13),25(6),100(33)
row3_4,2341(11),31(7),100(21)
row3_5,2347(11),24(6),89(34)
row3_6,2360(8),19(5),51(15)
row3_7,2343(10),32(7),91(17)
row4_0,2319(17),26(7),125(30)
row4_1,2288(16),17(5),100(40)
row4_2,2306(33),26(8),180(60)
row4_3,2343(20),28(8),136(35)
row4_4,2314(18),22(7),100(40)
row4_6,2346(16),36(8),139(30)
