projection,pos,vol,width
row3_3,3246(5),200(15),132(8)
row3_4,3243(7),168(15),143(11)
row3_5,3249(6),176(14),146(8)
row3_6,3261(11),102(13),154(14)
row3_7,3266(15),82(14),167(15)
row4_0,3212(12),66(10),139(11)
row4_1,3191(13),44(8),136(11)
row4_2,3224(23),35(8),149(18)
row4_3,3188(9),36(8),97(12)
row4_4,3157(22),20(7),114(18)
row4_5,3163(18),65(11),187(25)
row4_6,3194(17),76(12),183(21)
row4_7,3250(9),83(27),2.2(4)e+02
