projection,pos,vol,width
row2_2,2334(6),90(11),111(22)
row2_3,2409(7),197(16),166(12)
row3_0,2336(6),142(13),126(14)
row3_1,2356(6),143(13),136(12)
row3_2,2345(6),122(13),119(13)
row3_3,2341(5),127(12),119(11)
row4_0,2325(7),102(12),122(12)
#row4_1,2316(12),179(17),239(27)
#row4_1,2324(9),169(15),218(18)
#row4_2,2347(14),150(17),243(35)
#row4_3,2344(35),155(28),4.4(1.0)e+02
