projection,pos,vol,width
row1_0,65(4),198(15),132(10)
row1_1,86(6),140(13),141(13)
row1_1,86(6),142(13),142(13)
row1_2,81(5),154(13),131(9)
row2_0,85(4),325(19),142(7)
row2_1,90.9(3.4),323(19),132(7)
row2_2,98(4),309(19),146(7)
row2_3,101(4),274(17),129(6)
row3_0,59(4),239(16),138(8)
row3_1,63(4),189(15),124(9)
row3_2,62(6),167(14),148(10)
row3_3,76(5),188(15),153(10)
row4_0,53(8),133(13),162(15)
row4_1,63(8),136(13),177(16)
row4_2,72(17),103(13),2.5(4)e+02
row4_3,73(22),77(11),2.1(5)e+02
