projection,pos,vol,width
row2_1,1021.0(3.1),422(22),134(7)
row2_2,1019(5),221(16),142(9)
row2_3,1008(4),243(17),136(9)
row3_0,952(4),341(20),152(9)
row3_1,955(4),391(21),151(7)
row3_2,948.6(3.5),396(22),147(7)
row3_3,948.0(3.3),424(23),147(6)
row4_0,926(5),349(21),178(8)
row4_1,917(5),300(20),180(10)
row4_2,925(9),248(19),204(17)
row4_3,900(9),168(17),200(17)
