projection,pos,vol,width
row1_0,7(5),163(14),118(10)
row1_1,20(6),128(13),127(12)
row1_2,8(6),148(15),148(13)
row2_0,-5(4),311(19),136(7)
row2_1,-3(4),310(19),134(7)
row2_2,-3(4),307(19),152(9)
row2_3,-8(4),268(18),130(7)
row3_0,-58(4),227(16),137(9)
row3_1,-58(5),188(15),130(10)
row3_2,-65(6),177(15),152(10)
row3_3,-61(5),179(15),145(11)
row4_0,-100(9),130(14),186(21)
row4_1,-97(9),129(14),188(19)
row4_2,-68(11),88(13),191(25)
row4_3,-127(13),60(11),165(26)
