projection,pos,vol,width
row2_2,2330.0000000009127(0),nan(0),nan(nan)
row2_3,2330.000000001826(0),nan(0),nan(nan)
row3_0,2330.0000000027385(0),nan(0),nan(nan)
row3_1,2330.0000000036516(0),nan(0),nan(nan)
row3_2,2330.0000000045643(0),nan(0),nan(nan)
row3_3,2330.0000000054774(0),nan(0),nan(nan)
row4_0,2330.00000000639(0),nan(0),nan(nan)
row4_1,2330.0000000073032(0),nan(0),nan(nan)
