projection,pos,vol,width
row1_0,62(5),160(14),124(12)
row1_1,77(6),132(13),132(12)
row1_2,63(6),143(15),144(13)
row2_0,54(4),320(19),145(7)
row2_1,59(4),313(19),138(7)
row2_2,59(4),312(19),147(7)
row2_3,57(4),272(18),131(7)
row3_0,9(5),228(16),135(9)
row3_1,5(5),190(15),136(9)
row3_2,8(6),180(15),158(12)
row3_3,11(6),166(15),130(11)
row4_0,-16(8),121(13),168(16)
row4_1,-8(8),140(14),179(15)
row4_2,11(14),98(13),223(30)
row4_3,-25(13),56(10),142(26)
