projection,pos,vol,width
row1_0,-48.9(3.3),143(14),83(8)
row1_1,-6(6),127(13),127(12)
row1_2,-12(5),134(14),123(9)
row2_0,-14(4),313(19),145(7)
row2_1,-6(4),305(18),136(7)
row2_2,-2(4),299(19),159(9)
row2_3,-3(4),269(18),138(7)
row3_0,-50(4),225(16),134(9)
row3_1,-52(5),192(15),132(9)
row3_2,-45(6),177(15),156(11)
row3_3,-37(5),166(15),138(12)
row4_0,-63(8),121(13),167(18)
row4_1,-55(9),124(14),186(25)
row4_2,-18(12),88(12),195(24)
row4_3,-73(14),56(10),151(32)
