projection,pos,vol,width
row1_0,-48(4),156(14),94(8)
row1_1,-14(5),130(13),127(12)
row1_2,-18(6),142(14),133(11)
row2_0,-20(4),308(19),138(7)
row2_1,-6(4),305(19),135(8)
row2_2,7(4),317(19),155(9)
row2_3,17(4),278(18),134(7)
row3_0,-23(5),222(16),137(9)
row3_1,-18(5),191(15),136(11)
row3_2,-10(6),185(16),165(13)
row3_3,7(6),178(15),144(12)
row4_0,-12(10),112(13),180(19)
row4_1,-6(8),127(14),175(17)
row4_2,46(14),90(13),210(30)
row4_3,-9(12),53(10),137(34)
