projection,pos,vol,width
#row3_3,3440(8),95(11),132(8)
row3_4,3425(10),145(14),143(11)
row3_5,3463(9),121(12),146(8)
row3_6,3444(10),130(14),154(14)
row3_7,3442(10),156(17),167(15)
row4_0,3407(8),110(12),139(11)
row4_1,3403(7),118(12),136(11)
row4_2,3420(9),102(12),149(18)
row4_3,3418(7),72(10),97(12)
row4_4,3418(8),70(10),114(18)
row4_5,3389(16),80(12),187(25)
row4_6,3401(19),68(12),183(21)
row4_7,3417(34),79(26),2.2(4)e+02
