asic_0_0_97.GainQuadr_pdiff: -nan
asic_0_0_97.Offset_pdiff: -0.884683
asic_0_0_98.Gain_pdiff: 0
asic_0_0_98.GainQuadr_pdiff: -nan
asic_0_0_98.Offset_pdiff: -1.07691
asic_0_0_99.Gain_pdiff: 0
asic_0_0_99.GainQuadr_pdiff: -nan
asic_0_0_99.Offset_pdiff: -0.933835
asic_0_1_106.Gain_pdiff: 0
asic_0_1_106.GainQuadr_pdiff: -nan
asic_0_1_106.Offset_pdiff: -1.66381
asic_0_1_107.Gain_pdiff: 0
asic_0_1_107.GainQuadr_pdiff: -nan
asic_0_1_107.Offset_pdiff: -1.25674
asic_0_1_108.Gain_pdiff: 75.2629
asic_0_1_108.GainQuadr_pdiff: -nan
asic_0_1_108.Offset_pdiff: -89.7523
asic_0_1_109.Gain_pdiff: 0
asic_0_1_109.GainQuadr_pdiff: -nan
asic_0_1_109.Offset_pdiff: -0.863566
asic_0_1_11.Gain_pdiff: 0
asic_0_1_11.GainQuadr_pdiff: -nan
asic_0_1_11.Offset_pdiff: -11.9988
asic_0_1_110.Gain_pdiff: 0
asic_0_1_110.GainQuadr_pdiff: -nan
asic_0_1_110.Offset_pdiff: -3.08666
asic_0_1_111.Gain_pdiff: 0
asic_0_1_111.GainQuadr_pdiff: -nan
asic_0_1_111.Offset_pdiff: -1.8631
asic_0_1_112.Gain_pdiff: 0
asic_0_1_112.GainQuadr_pdiff: -nan
asic_0_1_112.Offset_pdiff: -1.92151
asic_0_1_113.Gain_pdiff: 0
asic_0_1_113.GainQuadr_pdiff: -nan
asic_0_1_113.Offset_pdiff: -1.19063
asic_0_1_114.Gain_pdiff: 0
asic_0_1_114.GainQuadr_pdiff: -nan
asic_0_1_114.Offset_pdiff: -1.66691
asic_0_1_115.Gain_pdiff: 0
asic_0_1_115.GainQuadr_pdiff: -nan
asic_0_1_115.Offset_pdiff: -0.961795
asic_0_1_116.Gain_pdiff: 0
asic_0_1_116.GainQuadr_pdiff: -nan
asic_0_1_116.Offset_pdiff: -0.865575
asic_0_1_12.Gain_pdiff: 0
asic_0_1_12.GainQuadr_pdiff: -nan
asic_0_1_12.Offset_pdiff: -0.799934
asic_0_1_13.Gain_pdiff: 0
asic_0_1_13.GainQuadr_pdiff: -nan
asic_0_1_13.Offset_pdiff: -0.173759
asic_0_1_14.Gain_pdiff: 0
asic_0_1_14.GainQuadr_pdiff: -nan
asic_0_1_14.Offset_pdiff: -0.680917
asic_0_1_15.Gain_pdiff: 0
asic_0_1_15.GainQuadr_pdiff: -nan
asic_0_1_15.Offset_pdiff: -0.802176
asic_0_1_16.Gain_pdiff: 0
asic_0_1_16.GainQuadr_pdiff: -nan
asic_0_1_16.Offset_pdiff: -0.93045
asic_0_1_17.Gain_pdiff: 0
asic_0_1_17.GainQuadr_pdiff: -nan
asic_0_1_17.Offset_pdiff: -1.04867
asic_0_1_18.Gain_pdiff: 0
asic_0_1_18.GainQuadr_pdiff: -nan
asic_0_1_18.Offset_pdiff: -4.04891
asic_0_1_19.Gain_pdiff: 0
asic_0_1_19.GainQuadr_pdiff: -nan
asic_0_1_19.Offset_pdiff: -0.781624
asic_0_1_20.Gain_pdiff: 0
asic_0_1_20.GainQuadr_pdiff: -nan
asic_0_1_20.Offset_pdiff: -0.366478
asic_0_1_21.Gain_pdiff: 0
asic_0_1_21.GainQuadr_pdiff: -nan
asic_0_1_21.Offset_pdiff: -1.30428
asic_0_1_28.Gain_pdiff: 0
asic_0_1_28.GainQuadr_pdiff: -nan
asic_0_1_28.Offset_pdiff: -3.58785
asic_0_1_29.Gain_pdiff: 0
asic_0_1_29.GainQuadr_pdiff: -nan
asic_0_1_29.Offset_pdiff: -0.940703
asic_0_1_30.Gain_pdiff: 0
asic_0_1_30.GainQuadr_pdiff: -nan
asic_0_1_30.Offset_pdiff: -0.936946
asic_0_1_31.Gain_pdiff: 0
asic_0_1_31.GainQuadr_pdiff: -nan
asic_0_1_31.Offset_pdiff: -0.423176
asic_0_1_32.Gain_pdiff: 0
asic_0_1_32.GainQuadr_pdiff: -nan
asic_0_1_32.Offset_pdiff: -0.0562039
asic_0_1_33.Gain_pdiff: 0
asic_0_1_33.GainQuadr_pdiff: -nan
asic_0_1_33.Offset_pdiff: -4.72837
asic_0_1_34.Gain_pdiff: 0
asic_0_1_34.GainQuadr_pdiff: -nan
asic_0_1_34.Offset_pdiff: -0.557278
asic_0_1_35.Gain_pdiff: 0
asic_0_1_35.GainQuadr_pdiff: -nan
asic_0_1_35.Offset_pdiff: -0.839873
asic_0_1_36.Gain_pdiff: 0
asic_0_1_36.GainQuadr_pdiff: -nan
asic_0_1_36.Offset_pdiff: -0.437913
asic_0_1_37.Gain_pdiff: 0
asic_0_1_37.GainQuadr_pdiff: -nan
asic_0_1_37.Offset_pdiff: -0.454257
asic_0_1_38.Gain_pdiff: 0
asic_0_1_38.GainQuadr_pdiff: -nan
asic_0_1_38.Offset_pdiff: -1.18184
asic_0_1_89.Gain_pdiff: 0
asic_0_1_89.GainQuadr_pdiff: -nan
asic_0_1_89.Offset_pdiff: -0.63596
asic_0_1_90.Gain_pdiff: 0
asic_0_1_90.GainQuadr_pdiff: -nan
asic_0_1_90.Offset_pdiff: -1.09299
asic_0_1_91.Gain_pdiff: 0
asic_0_1_91.GainQuadr_pdiff: -nan
asic_0_1_91.Offset_pdiff: -1.15314
asic_0_1_92.Gain_pdiff: 0
asic_0_1_92.GainQuadr_pdiff: -nan
asic_0_1_92.Offset_pdiff: -1.6959
asic_0_1_93.Gain_pdiff: 0
asic_0_1_93.GainQuadr_pdiff: -nan
asic_0_1_93.Offset_pdiff: -2.11953
asic_0_1_94.Gain_pdiff: 0
asic_0_1_94.GainQuadr_pdiff: -nan
asic_0_1_94.Offset_pdiff: -2.43803
asic_0_1_95.Gain_pdiff: 0
asic_0_1_95.GainQuadr_pdiff: -nan
asic_0_1_95.Offset_pdiff: -1.60802
asic_0_1_96.Gain_pdiff: 0
asic_0_1_96.GainQuadr_pdiff: -nan
asic_0_1_96.Offset_pdiff: -1.48679
asic_0_1_97.Gain_pdiff: 0
asic_0_1_97.GainQuadr_pdiff: -nan
asic_0_1_97.Offset_pdiff: -1.27
asic_0_1_98.Gain_pdiff: 0
asic_0_1_98.GainQuadr_pdiff: -nan
asic_0_1_98.Offset_pdiff: -3.77112
asic_0_1_99.Gain_pdiff: 0
asic_0_1_99.GainQuadr_pdiff: -nan
asic_0_1_99.Offset_pdiff: -1.56487
asic_0_2_0.Gain_pdiff: 0
asic_0_2_0.GainQuadr_pdiff: -nan
