projection,pos,vol,width
#row1_7,3239.7(2.7),1670(50),154(4)
row2_0,3204.1(1.9),1070(40),121.9(3.2)
row2_1,3196.4(2.5),700(35),125(4)
row2_2,3197.0(3.1),496(30),125(4)
row2_3,3203(4),402(28),139(6)
row2_4,3195(5),325(28),141(7)
row2_5,3196(6),231(27),129(8)
row2_6,3205(6),185(25),111(8)
row2_7,3217(11),154(27),143(14)
row3_0,3215(11),128(27),129(17)
row3_1,3205(13),125(26),139(14)
row3_2,3213(16),150(40),164(28)
row3_3,3220(13),71(23),96(14)
row3_4,3213(18),67(27),113(23)
