projection,pos,vol,width
row1_0,-59.5(2.7),586(27),124(5)
row1_1,-36.8(2.8),599(27),135(6)
row1_2,-18.0(3.0),490(24),131(7)
row1_3,-3.0(3.1),450(23),131(6)
row1_4,27.7(3.3),374(21),131(6)
row1_5,36(4),336(20),139(8)
row1_6,54(4),327(20),142(8)
row1_7,5(5),303(19),163(11)
row2_0,21(5),163(16),107(10)
#row2_1,20(6),247(21),150(18)
#row2_2,32(8),349(27),224(23)
row2_3,8(8),104(16),103(15)
