projection,pos,vol,width
#row1_7,3418(10),370(31),154(4)
row2_0,3424.0(2.2),1080(50),121.9(3.2)
row2_1,3411.3(2.5),890(40),125(4)
row2_2,3411.9(2.6),780(40),125(4)
row2_3,3413.3(3.2),641(34),139(6)
row2_4,3418.4(3.4),621(35),141(7)
row2_5,3418(4),399(34),129(8)
row2_6,3415(4),356(30),111(8)
row2_7,3421(7),265(35),143(14)
row3_0,3430(8),183(33),129(17)
row3_1,3415(6),257(32),139(14)
row3_2,3431(12),200(50),164(28)
row3_3,3409(9),120(25),96(14)
row3_4,3401(9),148(33),113(23)
